mbid,artist_mb,artist_lastfm,tags_mb,az_artist,done
c0cd3de7-4654-482b-913b-6fd7dc4ce9a4,Taylor Dayne,Taylor Dayne,rock; electronic; pop; house; american; soul; dance-pop; adult contemporary; urban; club dance,Taylor Dayne,False
614e392a-0d63-48a2-bbd5-03265c407bd1,Randy Crawford,Randy Crawford,jazz; soul,Randy Crawford,False
14156fcd-ba0f-45be-88c0-e10fb6acf4b2,Alannah Myles,Alannah Myles,rock; canadian; adult contemporary; pop rock; aor; classic pop and rock; contemporary pop/rock,Alannah Myles,False
eda489f6-afa5-46b0-a4f5-ad42e735dcad,Stacie Orrico,Stacie Orrico,,Stacie Orrico,False
6286e04b-7bc1-4f22-bca5-fdd34d1b0d93,Nik Kershaw,Nik Kershaw,synthpop; pop; new wave; uk; production music; pop rock; england; united kingdom; ipswich; classic pop and rock,Nik Kershaw,False
8a4bd6ab-acd4-4f1b-b1c6-bee1cee43fff,Carolina Liar,Carolina Liar,hard rock,Carolina Liar,False
3ec17e85-9284-4f4c-8831-4e56c2354cdb,Reba McEntire,Reba McEntire,pop; country,Reba McEntire,False
a02b1a45-271c-4bc3-9d82-68bb896cb5fd,Norma Jean,Norma Jean,hardcore; metalcore; christian,Norma Jean,False
42a19448-ff60-4fd2-9d10-959bf2000729,B.J. Thomas,B.J. Thomas,rock; pop; country; soft rock; contemporary christian,B.J. Thomas,False
006f0783-c5a0-458b-a9da-f8551f7ebe77,Richard Hawley,Richard Hawley,rock; singer-songwriter; english; rock and indie,Richard Hawley,False
b48e0b4e-587b-4fb4-9706-78dfd1a5ea92,Half Moon Run,Half Moon Run,indie rock; indie pop; indie folk,Half Moon Run,False
73c23fbe-88d3-46fc-a303-f4259b03defe,RAC,RAC,british; uk; english; warp,RAC,False
fcde7037-181e-437f-9417-60a38958c0fa,Michael Sembello,Michael Sembello,,Michael Sembello,False
b28ac005-27fe-4bb9-86a2-dbf55ef21469,Hoodie Allen,Hoodie Allen,,Hoodie Allen,False
a683a4b1-e863-4183-84ce-dcb63cca4ed9,Pete Murray,Pete Murray,,Pete Murray,False
d11f9c07-0eac-4a1f-a443-19cd0f63d5f0,Bobby Brown,Bobby Brown,pop; rnb; dance-pop; new jack swing; hip hop rnb and dance hall; contemporary r&b,Bobby Brown,False
48a6d065-1fda-4280-ae39-df1394d419cd,Lee Brice,Lee Brice,country,Lee Brice,False
20aee940-3b65-4d04-8768-9a5918db2973,Hot Chelle Rae,Hot Chelle Rae,pop; electropop; teen pop,Hot Chelle Rae,False
675c1c5e-5625-4a5e-97a2-b02aab5db2fc,k.d. lang,k.d. lang,folk; country,k.d. lang,False
ed7e12c4-0c08-477c-bd64-5eaa96b9f853,Jodeci,Jodeci,hip hop rnb and dance hall,Jodeci,False
59bc9caa-5700-4c77-9ab7-f089aa7a357f,Dawes,Dawes,indie rock; folk rock; indie folk,Dawes,False
6307869f-704d-4cda-837e-ffa33d716e98,Tim Berg,Tim Berg,,Tim Berg,False
257891db-1f69-4660-894d-075e355431a8,Edward Maya,Edward Maya,romanian; romanian singer,Edward Maya,False
b370defd-86cc-42f3-85b4-7c2a8305c04a,Us3,Us3,jazz; hip hop; acid jazz; rock and indie,Us3,False
dcf54a6c-e09c-4980-be77-41401898fb7b,Right Said Fred,Right Said Fred,pop; british; uk; dance-pop; english; novelty,Right Said Fred,False
45d21b70-e139-4ff9-b487-3c003fa7af0b,Tony Yayo,Tony Yayo,hip hop; hip hop rnb and dance hall,Tony Yayo,False
5523ed49-38bc-44fa-8670-2a9c354de0b1,Boyzone,Boyzone,pop; irish; boy band; classic pop and rock,Boyzone,False
3547f34a-db02-4ab7-b4a0-380e1ef951a9,Wolf Alice,Wolf Alice,alternative rock; british; indie rock,Wolf Alice,False
5938c629-1d06-480b-9780-859b153af11e,Paulina Rubio,Paulina Rubio,pop; dance; electropop; pop rock; latin pop; español; méxico; rock en espanol; r&b,Paulina Rubio,False
c8bc9ad3-1df2-4c9b-9cf7-cf6fc60441dc,Emilie Autumn,Emilie Autumn,rock; electronic; classical; synthpop; industrial; american; dark wave; darkwave; dark cabaret,Emilie Autumn,False
d50a4b89-ff1f-4659-9fde-f76f8d5b3c89,Carcass,Carcass,heavy metal; melodic death metal; metal; death metal; grindcore; england; carcass,Carcass,False
4e5d156b-d8c1-4758-818a-f23f9abd887b,Josh Kelley,Josh Kelley,rock; american; blues rock; pop rock,Josh Kelley,False
5a8cc407-7efb-4e94-9637-d5896395e754,Thomas Dolby,Thomas Dolby,british; uk; english; rock and indie; 80s synthpop; flat earther,Thomas Dolby,False
c30ebe30-514f-4e6d-823a-19adf0225a56,Annihilator,Annihilator,heavy metal; thrash metal; speed metal,Annihilator,False
697e7111-5630-4c77-83f3-39821bacc61a,Japan,Japan,rock; electronic; 70s; 80s; british; new wave; uk; alternative; avant-garde; english; synth pop; classic pop and rock; male vocalists,Japan,False
6b966946-5274-4e3d-aabb-7563814d805f,After Forever,After Forever,melodic death metal; progressive metal; gothic metal; power metal; symphonic metal; symphonic/gothic-metal,After Forever,False
f9db232d-6513-43b7-b6cd-1d73bcd65a58,Petey Pablo,Petey Pablo,hip hop rnb and dance hall,Petey Pablo,False
79feb79b-8f0d-4306-b30a-e28bd88c9323,Alison Moyet,Alison Moyet,rock; synthpop; pop; 80s; 90s; blues; new wave; female vocalists; dance-pop; blue-eyed soul; synth pop; 00s; classic pop and rock; 10s,Alison Moyet,False
5b6bac92-9b60-4e96-ac13-935bb6941b96,MisterWives,MisterWives,,MisterWives,False
e1062c06-50de-4475-95df-edaccbddb487,New Politics,New Politics,,New Politics,False
ceef10f5-324d-4a04-8db7-1a4181e19ab3,Masta Ace,Masta Ace,hip hop; dance and electronica,Masta Ace,False
9aaa99df-9383-47df-92af-8bb5e5595815,iamamiwhoami,iamamiwhoami,electronic; pop; indie; synth-pop; electropop; indietronica; synth pop; audiovisual; art pop; to whom it may concern; jonna lee; claes bjorklund; avant-garde pop,iamamiwhoami,False
ea745294-9bcd-4d41-99ee-ae4ec9d0438e,Otto Knows,Otto Knows,progressive house,Otto Knows,False
1541f1ff-e249-4c85-84d9-6125bb3fe4b9,Smith Westerns,Smith Westerns,,Smith Westerns,False
c8bde77c-9a73-4ad8-95e5-aef14c6beada,J-Kwon,J-Kwon,hip hop,J-Kwon,False
eeb41a1e-4326-4d04-8c47-0f564ceecd68,Baroness,Baroness,progressive metal; stoner metal; sludge metal; psychedelic metal,Baroness,False
656a0800-3a2b-47ed-a3ff-1e2908fdd2ff,Xandria,Xandria,german; metal; gothic metal; seen live; symphonic metal; euro-metal,Xandria,False
aa25521e-3848-4ff7-ab09-545cc95b8a36,MKTO,MKTO,,MKTO,False
7cce3b8e-623c-4078-b079-837cbcf638c4,Vanessa Williams,Vanessa Williams,pop; soul; dance-pop; adult contemporary; new jack swing; pop soul; contemporary r&b,Vanessa Williams,False
fc0fa262-6197-4c29-8e22-22f0e369856a,Onyx,Onyx,hip hop; hip hop rnb and dance hall,Onyx,False
592b9a1b-b900-4c1a-a165-bd7e7ce87d23,Groundation,Groundation,reggae; dub; bongo man,Groundation,False
93dda03d-c1d3-42c2-80b0-fa71bc20262b,Capleton,Capleton,dub; dancehall; hip hop rnb and dance hall,Capleton,False
2a141b9a-d109-4f4d-8085-781e7b194bca,Lene Marlin,Lene Marlin,classic pop and rock,Lene Marlin,False
14266c71-6680-43b4-8913-e15bf05bd788,Sigala,Sigala,dance-pop; tropical house,Sigala,False
7b8e1188-9ca4-4aa5-8393-172de6fa04de,Celia Cruz,Celia Cruz,70s; 80s; 90s; 60s; spanish; female vocalists; salsa; latin pop; latin; 00s; cuba; classic pop and rock; bolero; 50s,Celia Cruz,False
1afcd689-9be4-4d1a-a9fa-49e086250f51,Dethklok,Dethklok,metal; fictional; death metal; brutal; blacker than the blackest black times infinity; virtual band,Dethklok,False
f6af669a-56ea-448a-a044-de76181ada33,Machine Gun Kelly,Machine Gun Kelly,4d49e67b-1746-48ac-9eac-9ebabc595486,Machine Gun Kelly,False
46193c80-959a-499d-b42f-f33ba7b9b18e,Vanessa Paradis,Vanessa Paradis,pop; french; pop rock; french pop; european; rock and indie; pop soul; sophisti-pop; nouvelle chanson française,Vanessa Paradis,False
1eae8bc4-3907-41fd-b313-886632c56ce9,Collie Buddz,Collie Buddz,soul and reggae,Collie Buddz,False
19d37d2f-fefc-4ff3-aeb1-1aeae97ea6de,Rufio,Rufio,punk; usa; california,Rufio,False
8e0fe7bd-bd17-4d25-9b68-1e6a60705477,Too $hort,Too $hort,hip hop; bay area; hip hop rnb and dance hall,Too $hort,False
185527bf-c293-4c24-8213-ed98fb8976be,Angel Olsen,Angel Olsen,,Angel Olsen,False
3b4cd16e-3a25-4c7b-ada6-33f5ea91e1b1,RY X,Ry x,,RY X,False
14d78134-bb77-4c1e-8c9b-b74284abf1cc,Belinda,Belinda,,Belinda,False
f491f5ad-0946-40a6-bab9-da319c3f3995,Gene Vincent,Gene Vincent,,Gene Vincent,False
eb0fbe2c-6eb7-40bc-900b-3e056c158125,R3HAB,R3hab,progressive house; electro house,R3HAB,False
9e60ea29-9607-4f7d-aa96-2092ef41f0d3,Andy Grammer,Andy Grammer,pop; soul; dance-pop; pop rock; country-pop,Andy Grammer,False
9809d784-037f-46e7-8d2d-7ecad897f355,Sandra,Sandra,,Sandra,False
7570cbff-4e3f-442b-8fae-8445857dc6f5,Agnes,Agnes,,Agnes,False
475b7312-4fcb-49a4-8bcc-cf3a679b255a,Joe Dassin,Joe Dassin,french; american; chanson; french pop,Joe Dassin,False
ab4721e4-bc37-4bd2-be8c-8f1550152ad6,Danko Jones,Danko Jones,rock,Danko Jones,False
611f1230-7c2b-4610-b9e6-5a4fcb6e3cc7,Grinderman,Grinderman,rock; alternative rock; punk rock; usa; alternative; garage rock; australia; rock and indie,Grinderman,False
6fddcfc3-20b6-48d0-87ba-8211eca3420c,Patty Griffin,Patty Griffin,folk; country,Patty Griffin,False
e54820fc-02c2-46be-ab4c-593dfd63dc44,Teddy Geiger,Teddy Geiger,,Teddy Geiger,False
b9b082f5-e4d9-4cf2-8fce-8b1e2d8cb6c4,Lustra,Lustra,,Lustra,False
c58c7817-420d-4268-bccf-f3d90565e2e6,Yuna,Yuna,singer; malaysia,Yuna,False
7a0f02e0-0ab8-4a62-9e14-c6925cfaed07,Suicide,Suicide,electronic; synthpop; usa; dance-punk; minimal synth; minimal wave; synth punk,Suicide,False
55fd865d-4a0d-4fd0-af19-7e6feb168ab8,Bleeding Through,Bleeding Through,,Bleeding Through,False
f96de591-5dae-41da-855b-eb387d88d7d4,Fu Manchu,Fu Manchu,stoner rock; rock and indie,Fu Manchu,False
0220a594-56a1-47ca-8288-001ead3a3546,Strung Out,Strung Out,punk; usa; california; simi valley,Strung Out,False
361b282b-c7ac-4c50-a115-cf54e9e788f7,Lasgo,Lasgo,eurodance; dance-pop; dance pop; trance pop; euro trance; eurotrance; pop trance; vocal dance; female vocal dance; dance trance dance,Lasgo,False
04e74624-554c-4689-a811-92e6145f40c0,Jasmine Thompson,Jasmine Thompson,pop; dance-pop; teen pop; r&b; tantrumjas,Jasmine Thompson,False
3f8a5e5b-c24b-4068-9f1c-afad8829e06b,Soda Stereo,Soda Stereo,rock; alternative rock; new wave; latin rock; latin; argentina; español; rock en espanol; dinamo; pop/rock,Soda Stereo,False
8837b875-3689-4646-b3fd-d8b53815c7a8,Lil Uzi Vert,LIL UZI VERT,,Lil Uzi Vert,False
86e8e21a-d29f-47d2-bbf0-e079f7044e71,Veruca Salt,Veruca Salt,rock and indie,Veruca Salt,False
db21a231-40ee-4c18-9604-bd7508a05998,Tweet,Tweet,soul; soul and reggae,Tweet,False
d99a6247-94ab-4685-87df-572ba6ef44b7,Mungo Jerry,Mungo Jerry,pop; british; uk; blues rock; pop rock; swamp rock; boogie rock; english; folk pop; classic pop and rock,Mungo Jerry,False
de030dcd-36e3-425e-9201-0d5be10769f1,Kill Hannah,Kill Hannah,n2,Kill Hannah,False
7bbfd77c-1102-4831-9ba8-246fb67460b3,Ayreon,Ayreon,electronic; progressive rock; folk; progressive metal; metal; dutch; european,Ayreon,False
83766a73-9c8a-481e-82ca-11853015cd2d,Otep,Otep,nu metal; female fronted,Otep,False
fb776bca-6139-4ff5-8d5e-5decd029cb96,Average White Band,Average White Band,scottish; british; uk; classic pop and rock; miss sun,Average White Band,False
4081ce68-316d-4104-bece-5ed7e9f11296,Dom Kennedy,Dom Kennedy,hip hop,Dom Kennedy,False
550fbe01-42e9-4006-bcd0-6a1854dceb8f,Wanda Jackson,Wanda Jackson,rockabilly; country; gospel,Wanda Jackson,False
6d152109-c447-446d-9a06-3621c920bebd,Comeback Kid,Comeback Kid,,Comeback Kid,False
4fe426de-9c86-46d5-bbab-239f5e7344bf,White Lion,White Lion,hard rock,White Lion,False
d4019e11-c719-4338-9198-4c03da0cfb6f,Rosie Thomas,Rosie Thomas,folk,Rosie Thomas,False
806df23f-ad74-45c1-9c07-f3d1a20748d6,Theophilus London,Theophilus London,electropop,Theophilus London,False
315bd083-892b-4e76-a9f0-91a7408168fc,Cab Calloway,Cab Calloway,jazz; american; swing; big band; jive,Cab Calloway,False
31303fcd-f78d-4693-aafa-9b274061b032,Lizz Wright,Lizz Wright,jazz; blues; soul; gospel; vocal jazz; rhythm and blues,Lizz Wright,False
c0ef2ba5-a7b7-40ea-bd27-30acccfcac11,Lauv,Lauv,,Lauv,False
31dd3369-d9d7-42a4-a586-9029c0520ddd,San Cisco,San Cisco,,San Cisco,False
78605d0c-7454-456d-934c-51eb46122566,Modern English,Modern English,alternative rock; british; post-punk; new wave; uk; pop rock; english; 4ad; england,Modern English,False
197db30d-0886-41ad-908e-c9dd70e62739,Chrisette Michele,Chrisette Michele,jazz; soul; hip hop soul; contemporary r&b,Chrisette Michele,False
3cd18a93-1797-4bbb-9b8a-c096d5e7864c,Amy Grant,Amy Grant,classic pop and rock,Amy Grant,False
882728bd-a6b9-464f-beab-23d3e66143b5,Emily Osment,Emily Osment,pop,Emily Osment,False
a81303f1-64a5-4359-83ce-767f5fc3a542,Karmin,Karmin,,Karmin,False
acc12019-10e3-40aa-b4bf-66fbb4a692af,Ab-Soul,Ab-Soul,hip hop,Ab-Soul,False
84f246f7-663b-40cf-a66f-336e8b314836,Zella Day,Zella Day,,Zella Day,False
fc0a5289-4b77-4246-9c8d-857c8b617f5d,Art Garfunkel,Art Garfunkel,rock; american; classic pop and rock; art-garfunkel,Art Garfunkel,False
f8364fea-e139-4e9b-9f95-2081dc7a91b6,Tal Bachman,Tal Bachman,rock,Tal Bachman,False
3267d5a3-c72c-4c3b-bafe-ec8a569c0b74,Sleeping With Sirens,Sleeping with Sirens,alternative rock; acoustic; post-hardcore,Sleeping With Sirens,False
a16d1433-ba89-4f72-a47b-a370add0bb55,BoA,Boa,pop; japanese; j-pop; kpop; jpop; c-pop; k-pop; namie amuro,BoA,False
41d107c6-db7a-4dbc-a556-4f39d691c749,Wet,Wet,pop and chart,Wet,False
6c04cad1-bcb0-4542-a04a-14d4a7114ab2,Jace Everett,Jace Everett,,Jace Everett,False
e78202c9-7717-435c-9aac-dd5ebc4e64d5,John Hiatt,John Hiatt,folk; blues; classic pop and rock; fa90f4c0-b039-4241-b0fb-ccbaa28ac93f,John Hiatt,False
05b75ee5-98cd-430e-b1ec-ec0f61fdabda,Desiigner,Desiigner,pop rap; east coast hip hop; trap rap,Desiigner,False
8b399704-17f4-4001-943b-1d2b848940aa,Shocking Blue,Shocking Blue,rock; classic pop and rock,Shocking Blue,False
044fd265-79dd-43eb-afc4-8b20becf7e17,Thundercat,Thundercat,electronic; funk; soul; psychedelic; jazz fusion; rhythm and blues; free jazz,Thundercat,False
480801c6-bd47-4d0d-b9fc-c20289529760,Dan Croll,Dan Croll,,Dan Croll,False
b669c53e-5a1f-4adc-80be-755e64e8115e,Symphony X,Symphony X,progressive metal; power metal; symphonic metal,Symphony X,False
022865bc-84c9-4002-b6c1-d5fc6e12b7d8,Stiff Little Fingers,Stiff Little Fingers,punk; seen live; uk; northern irish; northern ireland; rock and indie,Stiff Little Fingers,False
14c0c282-e0c1-46fe-acd1-9a015ba721c5,Edwyn Collins,Edwyn Collins,rock; pop; scottish; british; uk; indie pop; pop rock; rock and indie; sophisti-pop; singer/songwriter,Edwyn Collins,False
79ad5f01-b181-448d-b776-a252949d61af,iiO,iio,,iiO,False
38bbbd07-9d89-4ff1-9a4e-28e48f57d63a,Caro Emerald,Caro Emerald,pop; jazz; jazz pop,Caro Emerald,False
84b0af1a-8f10-433f-a1ed-948e71712b16,Anya Marina,Anya Marina,,Anya Marina,False
6ae6a016-91d7-46cc-be7d-5e8e5d320c54,Adelitas Way,Adelitas Way,hard rock; post-grunge; alternative metal,Adelitas Way,False
eb5f1f04-0174-4534-996f-e8d944ed2a77,Ida Maria,Ida Maria,rock and indie,Ida Maria,False
2bf3971e-8595-4bd2-aace-8a71c42afb66,Kano,Kano,hip-hop; british; uk; london; grime; rapper; hip hop rnb and dance hall,Kano,False
8930ec4e-51c7-4905-ac40-684459878085,Tiamat,Tiamat,rock; progressive metal; metal; death metal; black metal; gothic metal; doom metal; gothic rock,Tiamat,False
2100ca6c-5a1d-463e-b50b-7e649debc454,Carl Douglas,Carl Douglas,jamaican; soul; disco; pop soul,Carl Douglas,False
16456fed-c9f2-4adf-b6ea-97b648c474d2,Dance Gavin Dance,Dance Gavin Dance,experimental rock; post-hardcore,Dance Gavin Dance,False
b7d224b3-a31c-4616-b69f-b6fcabd5cfbd,Rockwell,Rockwell,rock and indie,Rockwell,False
7eb1ce54-a355-41f9-8d68-e018b096d427,Harry Styles,Harry Styles,rock,Harry Styles,False
c5f9e699-7b0d-4030-86dd-7acc8250d147,Mayhem,Mayhem,norwegian; metal; black metal; norsk,Mayhem,False
0cde42f7-751c-4fac-a1d3-627392e5bc82,Matoma,MATOMA,,Matoma,False
48b48175-5ffd-49a2-88e2-ca84118544ca,Biz Markie,Biz Markie,hip-hop; hip hop; pop rap; hip hop rnb and dance hall; boom bap; east coast hip hop,Biz Markie,False
6786ab5e-0d99-4aa6-8aad-9b5f42965ddb,Tha Dogg Pound,Tha Dogg Pound,hip hop; gangsta rap; west coast hip hop,Tha Dogg Pound,False
ce7bba8b-026b-4aa6-bddb-f98ed6d595e4,Napalm Death,Napalm Death,british; uk; grindcore; english; birmingham; england,Napalm Death,False
1397d045-1603-41fc-80b9-712c18360145,Bikini Kill,Bikini Kill,rock; punk; american; punk rock; usa; riot grrrl,Bikini Kill,False
c29f4522-f710-4bb5-a06b-d436fcc3b2fd,Combichrist,Combichrist,electronic; industrial; ebm; aggrotech; harsh ebm,Combichrist,False
0b5df3f3-7f4c-4ffb-9279-dbab6cd9bea5,Little River Band,Little River Band,rock; jefferson airplane,Little River Band,False
c6ada25c-8590-4b75-8013-883a8df55882,Easton Corbin,Easton Corbin,country; country pop; contemporary country; neo-traditionalist country,Easton Corbin,False
6390e20f-bacf-474e-954e-5b12da73350e,Sheppard,Sheppard,indie pop; pop rock,Sheppard,False
98ef1696-cb7e-4ecc-be1d-22f62bb308a4,Emmure,Emmure,american; deathcore,Emmure,False
a0e10984-0eca-4920-a171-5fd7a62ee069,Beady Eye,Beady Eye,rock; alternative rock; british; britpop; beady eye,Beady Eye,False
c16817df-0160-490d-a437-c128cbca9218,Florida Georgia Line,Florida Georgia Line,bro-country,Florida Georgia Line,False
d1115ccf-3c6b-440b-9005-73224ecff98e,"Drop Dead, Gorgeous","Drop Dead, Gorgeous",,"Drop Dead, Gorgeous",False
194272cc-dcc8-4640-a4a6-66da7d250d5c,Oh Sees,Thee Oh Sees,alternative rock; punk rock; post-punk; psychedelic rock; art rock; garage rock; noise rock,Oh Sees,False
f16d25c6-556f-42f9-b648-5f48a8f96ec2,Clawfinger,Clawfinger,swedish; seen live,Clawfinger,False
e01755e3-58ab-4a5b-a9e9-a0a3bd3dff4c,Parquet Courts,Parquet Courts,indie rock; post-punk revival; garage rock,Parquet Courts,False
612231ce-633b-4ebc-99bf-9b14e8d1cb74,Frankmusik,Frankmusik,we are fire,Frankmusik,False
5084cdad-e156-4329-bf89-3a49ba8ea79f,Joshua James,Joshua James,alternative rock; folk rock,Joshua James,False
d3f12a9c-5df8-4a7b-8bbe-6a697e299a5c,Webbie,Webbie,hip hop,Webbie,False
0bc5259b-bf08-40ad-9f6a-20462f652e83,Langhorne Slim,Langhorne Slim,classic pop and rock,Langhorne Slim,False
dbf9177d-6b5f-4de8-b457-61fc73fbe543,Sebastian Ingrosso,Sebastian Ingrosso,progressive house; electro house,Sebastian Ingrosso,False
da12455f-733b-46b4-ad6b-aa575914fc6b,Nerina Pallot,Nerina Pallot,pop and chart,Nerina Pallot,False
4388976f-9e02-42d9-b66f-1b9e124e3ca6,Timeflies,Timeflies,pop; rap; electro; dance and electronic,Timeflies,False
1c893468-37a9-4fb7-909f-929751a8ebed,Dr. Hook,Dr. Hook,rock; american,Dr. Hook,False
615caab0-9cc2-4c24-9667-f46894be726e,Travis Tritt,Travis Tritt,country,Travis Tritt,False
dbc26631-5e61-4ba2-84ff-e1423a1c288a,Kiiara,Kiiara,alternative r&b; glitch pop,Kiiara,False
09ade3bd-b110-4277-b923-7dc32e6a3f92,Dokken,Dokken,heavy metal; hard rock; glam metal,Dokken,False
e8585cbe-912f-47b9-a253-fca09d013769,Kutless,Kutless,,Kutless,False
2f04ad1f-9f97-41d0-a09c-59c40dfe9cd1,My Dying Bride,My Dying Bride,metal; gothic metal; british; doom metal; doom; death doom metal; gothic doom metal,My Dying Bride,False
2c2add7c-9a99-4812-a20e-870d331f01fd,Marty Robbins,Marty Robbins,american; death by heart surgery,Marty Robbins,False
4355a36d-805e-478d-8589-64f0292724b2,Morbid Angel,Morbid Angel,death metal,Morbid Angel,False
dfc6d0b8-3d0b-4b33-9b3f-dff972e25594,Adam Sandler,Adam Sandler,,Adam Sandler,False
8eed05a5-e9a1-4dda-8b33-e354c4ecc8b6,Satyricon,Satyricon,norwegian; black metal,Satyricon,False
802d37d5-0aaa-492e-b366-99f75e5a196f,David Lee Roth,David Lee Roth,rock,David Lee Roth,False
75285014-bdd1-4ca2-81c9-c6c642bfdec7,Miranda Cosgrove,Miranda Cosgrove,united states,Miranda Cosgrove,False
bd90e308-9904-48fb-9318-918d3f595d73,Yolanda Be Cool,Yolanda Be Cool & Dcup,,Yolanda Be Cool,False
6f29020d-49c1-4e26-869a-0603d14b7ca7,Stabbing Westward,Stabbing Westward,alternative rock; industrial rock,Stabbing Westward,False
031bc934-28c9-491a-8648-c078450187dc,Action Bronson,Action Bronson,hip hop,Action Bronson,False
5b86617f-e775-4675-b6d3-c4ad95d05409,Del Amitri,Del Amitri,scottish; british; uk; scotland; classic pop and rock,Del Amitri,False
846482ac-d4c4-4286-8002-b14a601d8ec0,Rose Royce,Rose Royce,funk; soul; disco; film score; classic pop and rock; pop soul; smooth soul; soft r&b; sweet soul; creamy soul,Rose Royce,False
1595addf-f76b-450a-a097-af852ff35f27,Nujabes,Nujabes,instrumental; hip hop; acid jazz; instrumental hip hop,Nujabes,False
c19ff12b-058f-44a8-b245-b0efb4752925,Smokey Robinson,Smokey Robinson,american; soul; rnb; classic pop and rock,Smokey Robinson,False
0717fc0d-6898-47a0-9abb-e697a1c64c3a,Maria Taylor,Maria Taylor,american; vocalist; singer-songwriter; songwriter; usa; musician; indie pop; contemporary folk; dream pop,Maria Taylor,False
5be7d200-5499-4bba-b29b-1ac554199d23,Calle 13,Calle 13,rock; rap; alternative; latin; latin rap,Calle 13,False
3a60a284-256b-4481-9c33-84d12ea481cd,Ella Henderson,Ella Henderson,pop; dance-pop; pop rock; pop soul; contemporary r&b,Ella Henderson,False
5a28f8c2-31fb-4047-ae57-c5c326989262,Hawkwind,Hawkwind,rock; progressive rock; british; uk; hard rock; psychedelic rock; space rock; english; classic pop and rock; cotm candidate; angel voices,Hawkwind,False
3e54ba8b-f4cc-4192-9813-890d570e2b7a,Al Jarreau,Al Jarreau,soul; soft rock; crossover jazz; vocal jazz; contemporary jazz; jazz pop; soul jazz; smooth jazz; easy listening soundtracks and musicals; pop soul; am pop; smooth soul; al jarreau; contemporary pop/rock,Al Jarreau,False
a449973b-074b-4cf0-a4d6-f11fa2d1073f,E-40,E-40,rap; hip hop,E-40,False
b0fe8ef0-d59b-4d41-afee-2d21b59112ab,Angra,Angra,power metal; speed metal,Angra,False
16c5bb7a-35b7-418d-880e-7ed3399f1b40,Lee Ann Womack,Lee Ann Womack,country; adult contemporary; contemporary country,Lee Ann Womack,False
c83907ee-8b5a-4547-8f68-96572243ea7f,Hot Water Music,Hot Water Music,hardcore; punk; usa; post-hardcore; driving,Hot Water Music,False
759abafc-c4eb-4018-8554-f29a9d842779,Yellow Claw,Yellow Claw,dubstep; hip hop; electro house; hardstyle; moombahton; trap,Yellow Claw,False
32673e42-5ba2-4528-b3fe-a000a0c606e3,Corey Hart,Corey Hart,pop; new wave; synth-pop; likedis auto,Corey Hart,False
7bc51021-6a84-4a04-ada3-0541615a97bc,Kajagoogoo,Kajagoogoo,rock; electronic; synthpop; british; new wave; uk; pop rock; english; rock and indie,Kajagoogoo,False
b3fa0e6f-93db-4aa5-b76e-393e24de35ba,Redbone,Redbone,rock; american; funk rock; pop rock; swamp rock; rock and indie; pop soul,Redbone,False
24295618-32d7-4a6c-a142-98b19d69b89f,Flaw,Flaw,hard rock; nu metal; alternative metal,Flaw,False
07a17571-81fc-4cf8-a634-98f0d926d313,Ty Segall,Ty Segall,rock; garage punk; lo-fi; psychedelic rock; glam rock; garage rock; noise rock,Ty Segall,False
d3afff73-119e-406e-8551-9403e80c531b,Craft Spells,Craft Spells,dream pop,Craft Spells,False
42e49814-6058-431c-80e2-a3aab424060d,White Denim,White Denim,rock and indie,White Denim,False
ae33ce8d-f41a-4f6b-b9c6-7859acbd04ef,Thalía,Thalía,latin pop; latin,Thalía,False
5663c716-c38f-4454-99ce-5afb3c5af567,Showtek,Showtek,techno; progressive house; electro house; edm; hardstyle,Showtek,False
1c90eb11-0531-402c-87dc-d578e36ec23c,Deathstars,Deathstars,industrial metal; gothic metal; electronic rock,Deathstars,False
585fee48-98c7-45b4-a47c-78d629b773b8,Mr Hudson,Mr Hudson,,Mr Hudson,False
486af4f0-a79b-468f-be73-527cd4caf6ea,Slick Rick,Slick Rick,hip hop,Slick Rick,False
21645c31-fe1c-45a4-955c-3e172b12c3f9,Freddie Gibbs,Freddie Gibbs,rap; hip-hop; hip hop; gangsta rap; hardcore rap; midwest rap,Freddie Gibbs,False
697801d1-68b2-4413-a7e4-0ef507d21cc1,Lush,Lush,rock; shoegaze; british; uk; vocals; english; 4ad; england; rock and indie,Lush,False
b5ffc3aa-b868-4b88-905f-d73d51dbe51c,Mick Jagger,Mick Jagger,rock; blues; british; uk; english; classic pop and rock; multiple ipi; he is a singer in england,Mick Jagger,False
e6d0179f-b899-4563-b6c6-88715aaae0b8,LFO,LFO,british; uk; techno; english; warp; dance and electronica; acid techno; bleep techno,LFO,False
bf61e8ff-7621-4655-8ebd-68210645c5e9,Kris Kross,Kris Kross,hip hop; hip hop rnb and dance hall,Kris Kross,False
04cff564-a2e3-4560-8e7e-bc2539e7b46c,Reik,Reik,pop; ballad; latin pop; latin,Reik,False
c0252a1b-0133-46bb-8c4f-cade46349ec3,Alestorm,Alestorm,power metal; folk metal; pirate metal; folk/power-metal,Alestorm,False
ac82cb46-f2b2-4f99-9cfa-d0c322a4ba16,Strike Anywhere,Strike Anywhere,punk,Strike Anywhere,False
7a1eb805-2242-4daa-bd90-c1ed350e2e48,Insane Clown Posse,Insane Clown Posse,hiphop; us; basement cuts; clowns ha ha,Insane Clown Posse,False
